max1,max2,rand1,rand2
3.42299985886,3.87399983406,0.0,0.0
3.36199998856,4.01400017738,0.0,0.0
2.98799991608,4.19699978828,0.0,0.0
3.80799984932,3.84699988365,0.0,0.0
4.94899988174,3.70900011063,0.0,0.0
3.37999987602,2.8639998436,0.0,0.0
3.58599996567,2.57899999619,0.0,0.0
2.11699986458,1.91299986839,0.0,0.0
1.89700007439,1.84200000763,0.0,0.0
1.8789999485,1.75899982452,0.000999927520752,0.0
1.99000000954,1.03900003433,0.0,0.0
0.0370001792908,0.00999999046326,0.0,0.0
0.0,0.0,0.0,0.0
6.60500001907,4.22900009155,0.0,0.0
4.61299991608,4.04099988937,0.0,0.0
5.5529999733,3.25600004196,0.0,0.0
3.92000007629,3.20499992371,0.0,0.0
3.65599989891,2.86099982262,0.0,0.0
2.68400001526,3.20699977875,0.0,0.0
2.51200008392,3.95799994469,0.0,0.0
2.08800005913,1.90899991989,0.0,0.0
1.83599996567,2.83100008965,0.0,0.0
1.85800004005,2.28000020981,0.0,0.0
0.0369999408722,1.93400001526,0.0,0.0
0.000999927520752,0.000999927520752,0.0,0.0
0.0,0.0,0.0,0.0
5.0759999752,4.44899988174,0.0,0.0
4.70900011063,5.94199991226,0.0,0.0
4.36899995804,5.59799981117,0.0,0.0
3.82299995422,5.36599993706,0.0,0.0
3.42000007629,3.36599993706,0.0,0.0
3.94199991226,3.03100013733,0.0,0.0
3.41400003433,2.68899989128,0.0,0.0
3.16999983788,2.257999897,0.000999927520752,0.0
1.8029999733,1.82100009918,0.0,0.0
2.3220000267,1.71799993515,0.0,0.0
0.723000049591,0.128999948502,0.0,0.0
0.0019998550415,0.0,0.0,0.0
0.0,0.0,0.0,0.0
5.4880001545,3.36899995804,0.0,0.0
4.01600003242,6.31799983978,0.0,0.0
4.00400018692,4.40300011635,0.0,0.0
2.32400012016,2.97800016403,0.0,0.0
3.49499988556,3.51399993896,0.0,0.0
2.71399998665,3.5150001049,0.0,0.0
3.45499992371,2.55399990082,0.0,0.0
2.14700007439,1.99699997902,0.0,0.0
1.79299998283,1.77600002289,0.0,0.0
1.75300002098,1.99399995804,0.0,0.0
0.275000095367,0.085000038147,0.0,0.0
0.000999927520752,0.0,0.0,0.0
0.0,0.0,0.0,0.0
4.30500006676,3.60400009155,0.0,0.0
3.82400012016,6.36199998856,0.0,0.0
5.5720000267,3.99799990654,0.0,0.0
3.44999980927,5.05999994278,0.0,0.0
4.74499988556,3.51899981499,0.0,0.0
3.57800006866,2.91100001335,0.0,0.0
2.37099981308,2.1210000515,0.0,0.0
2.10800004005,1.90199995041,0.0,0.0
2.35500001907,1.9430000782,0.0,0.0
1.85199999809,1.77400016785,0.0,0.0
1.62400007248,0.286000013351,0.0,0.0
0.0,0.066999912262,0.0,0.0
0.000999927520752,0.0,0.0,0.0
4.72499990463,3.83500003815,0.0,0.0
4.46499991417,6.02200007439,0.0,0.0
4.2009999752,2.77300000191,0.0,0.0
3.88800001144,5.18200016022,0.0,0.0
3.43399977684,4.7650001049,0.0,0.0
2.78499984741,2.6970000267,0.0,0.0
3.42600011826,2.41600012779,0.0,0.0
1.93099999428,3.04299998283,0.0,0.0
1.64900016785,2.75300002098,0.0,0.0
1.875,2.34699988365,0.0,0.0
0.904000043869,0.125,0.0,0.0
0.000999927520752,0.0,0.0,0.0
0.0,0.0,0.0,0.0
5.11199998856,4.98399996758,0.0,0.0
6.07100009918,4.49900007248,0.0,0.0
3.81299996376,4.07400012016,0.0,0.0
3.66199994087,3.9960000515,0.0,0.0
4.79299998283,3.55900001526,0.0,0.0
2.58800005913,2.53999996185,0.0,0.0
2.67100000381,2.35099983215,0.0,0.0
2.11800003052,2.09599995613,0.0,0.0
2.00900006294,1.70499992371,0.0,0.0
1.79700016975,2.24900007248,0.0,0.0
0.119000196457,2.05900001526,0.0,0.0
0.0,0.0160000324249,0.0,0.0
0.0,0.0,0.0,0.0
6.56299996376,4.55200004578,0.0,0.0
3.08699989319,5.9889998436,0.0,0.0
3.96700000763,3.06900000572,0.0,0.0
3.56299996376,5.14499998093,0.0,0.0
2.76399993896,4.69000005722,0.0,0.0
2.70300006866,2.77699995041,0.0,0.0
3.55400013924,2.28700017929,0.0,0.0
2.21300005913,2.19200015068,0.0,0.0
1.74000000954,1.75900006294,0.0,0.0
1.75699996948,1.75499987602,0.0,0.0
0.644999980927,0.0379998683929,0.0,0.0
0.0019998550415,0.0,0.0,0.0
0.0,0.0,0.0,0.0
3.17599987984,6.39299988747,0.0,0.0
2.96499991417,4.33899998665,0.0,0.0
5.8220000267,4.20799994469,0.0,0.0
3.25999999046,4.18099999428,0.0,0.0
3.79200005531,3.71299982071,0.0,0.0
2.38100004196,2.79200005531,0.0,0.0
2.53399991989,2.20100021362,0.0,0.0
1.91199994087,2.95700001717,0.0,0.0
2.91999983788,1.89400005341,0.0,0.0
1.83899998665,1.85500001907,0.0,0.0
1.85799980164,1.99300003052,0.0,0.0
0.0349998474121,0.00599980354309,0.0,0.0
0.0,0.0,0.0,0.0
4.04699993134,5.04099988937,0.0,0.0
