paranoid1,max1,paranoid2,max2
8.84200000763,3.98199987411,10.0320000648,6.21399998665
9.23799991608,5.72100019455,9.98699998856,3.99900007248
7.88399982452,3.53499984741,8.72600007057,5.38700008392
7.93099999428,3.65199995041,8.02100014687,2.68600010872
6.8149998188,3.16200017929,5.4279999733,4.64999985695
4.64399981499,2.35199999809,3.45799994469,3.90300011635
3.58099985123,2.29099988937,3.15199995041,2.15299987793
1.92899990082,3.09799981117,2.42500019073,1.85199999809
1.50500011444,1.65700006485,2.3220000267,1.74699997902
1.58100008965,1.64999985695,1.9319999218,1.7429997921
0.00800013542175,0.102999925613,0.538000106812,1.90100002289
0.00100016593933,0.000999927520752,0.0,0.0329999923706
0.0,0.0,0.0,0.0
8.29299998283,2.57299995422,10.7269999981,4.77300000191
8.48100018501,3.88899993896,9.00999999046,4.38899993896
7.11800003052,5.35900020599,8.41100001335,3.71200013161
7.03600001335,3.17399978638,6.04199981689,3.98199987411
6.78500008583,2.98399996758,6.80399990082,3.03399991989
4.38800001144,2.61999988556,4.0,3.90300011635
2.51900005341,3.3900001049,3.55200004578,2.3069999218
1.93600010872,2.83500003815,3.47200012207,1.95999979973
1.3259999752,2.51399993896,1.89100003242,1.68099999428
1.61699986458,1.68799996376,2.41400003433,1.64800000191
0.0879998207092,0.109999895096,0.271000146866,1.78200006485
0.0,0.000999927520752,0.000999927520752,0.00600004196167
0.0,0.0,0.0,0.0
10.0450000763,4.17000007629,10.013999939,6.01499986649
10.3009998798,3.84200000763,10.6649999619,4.27900004387
9.05399990082,2.77400016785,7.52900004387,3.79700016975
8.15400004387,3.6400001049,7.49900007248,4.84899997711
6.60699987411,2.81599998474,6.93699979782,2.96399998665
4.85299992561,3.73500013351,5.68200016022,2.82800006866
2.78099989891,2.16399979591,3.46900010109,2.44500017166
2.41100001335,1.9399998188,2.49800014496,2.11500000954
1.37400007248,1.83599996567,1.58099985123,1.73199987411
2.4880001545,1.75,1.44699978828,1.76600003242
0.430000066757,0.242000102997,0.00399994850159,1.8220000267
0.0,0.0329999923706,0.0,0.000999927520752
0.0,0.0,0.0,0.0
9.68200016022,4.10599994659,9.03600001335,4.74000000954
9.3789999485,3.58400011063,10.8919999599,4.54200005531
9.05099987984,2.47399997711,8.3900001049,3.94099998474
7.90499997139,2.71700000763,7.40899991989,2.67100000381
6.81200003624,3.22200012207,6.17100000381,4.43099999428
2.83300018311,2.23600006104,3.41700005531,2.50500011444
2.83099985123,3.20300006866,3.48099994659,2.34899997711
1.71499991417,2.92700004578,2.31199979782,1.99500012398
1.6320002079,1.6819999218,1.1930000782,2.61400008202
1.54299998283,1.70000004768,1.98900008202,1.79500007629
0.069000005722,0.039999961853,0.519000053406,1.89999985695
0.0,0.000999927520752,0.00200009346008,0.00399994850159
0.0,0.0,0.0,0.0
9.42499995232,6.16899991035,8.83200001717,4.63999986649
9.34800004959,3.78800010681,9.20700001717,5.79100012779
8.56600022316,3.5039999485,8.01799988747,2.33100008965
7.87299990654,3.5569999218,7.76099991798,3.33299994469
6.55400013924,3.02999997139,7.15400004387,3.29699993134
4.10299992561,3.21899986267,4.73100018501,2.18099999428
3.60499978065,2.3180000782,2.93299984932,3.4509999752
2.09700012207,1.88799977303,2.37699985504,1.96600008011
1.61199998856,1.54400014877,2.10399985313,1.83599996567
1.37999987602,1.72000002861,0.376999855042,2.17900013924
0.0639998912811,0.0380001068115,0.459000110626,1.76399993896
0.0,0.0,0.0,0.0360000133514
0.000999927520752,0.000999927520752,0.0,0.0
10.2920000553,4.17800021172,8.33099985123,2.54600000381
10.0569999218,4.33300018311,7.23300004005,4.20499992371
8.75600004196,3.99000000954,8.65000009537,2.34100008011
7.9849998951,3.75,7.35599994659,2.51400017738
7.07099986076,3.02700018883,6.21899986267,4.38599991798
3.37000012398,3.63399982452,4.29200005531,2.33099985123
2.79699993134,2.04999995232,3.45500016212,2.26600003242
2.53299999237,1.85399985313,1.70399999619,2.89199995995
1.72700023651,2.62599992752,1.59899997711,1.66700005531
1.46899986267,1.66399979591,2.04200005531,2.15100002289
0.108000040054,0.267999887466,0.00600004196167,1.8630001545
0.0,0.0329999923706,0.00100016593933,0.0019998550415
0.0,0.0,0.0,0.0
8.17699980736,4.49899983406,9.19499993324,6.07100009918
9.08200001717,4.43299984932,9.77999997139,3.27699995041
8.93400001526,4.21099996567,8.26300001144,5.2009999752
7.70700001717,3.81399989128,7.06900000572,4.8100001812
6.77199983597,3.05999994278,6.132999897,4.46000003815
4.50999999046,2.46899986267,4.72399997711,2.54999995232
3.79100012779,2.2460000515,2.92300009727,3.07999992371
1.85299992561,2.85599994659,2.28999996185,1.87700009346
1.50400018692,1.71699976921,1.43799996376,2.5600001812
1.79199981689,1.75300002098,1.38099980354,1.60400009155
0.318000078201,0.47200012207,0.00899982452393,1.74799990654
0.0,0.0329999923706,0.000999927520752,0.000999927520752
0.0,0.0,0.0,0.0
10.1840000153,2.57099986076,9.18299984932,5.98099994659
10.4479999542,2.47199988365,9.45499992371,4.54700016975
8.25099992752,2.33300018311,10.5850000381,4.20399999619
6.81699991226,4.85599994659,7.08500003815,3.66799998283
6.03199982643,4.53600001335,6.62800002098,3.12599992752
4.13399982452,2.74099993706,3.68099999428,2.49000000954
3.47699999809,2.42300009727,2.85099983215,2.18899989128
2.38700008392,1.89099979401,2.30099987984,2.16300010681
2.40299987793,1.93400001526,1.52099990845,1.72300004959
2.01999998093,1.71000003815,1.33999991417,1.80399990082
0.0019998550415,1.82700014114,0.085000038147,0.885999917984
0.00200009346008,0.00600004196167,0.000999927520752,0.0
0.0,0.0,0.0,0.0
8.27699995041,3.69799995422,11.8789999485,4.83400011063
9.09099984169,3.52699995041,9.96300005913,5.56699991226
9.01200008392,4.09099984169,7.56799983978,3.64499998093
8.47799992561,3.69199991226,7.68799996376,3.34799981117
6.34299993515,3.02599978447,6.81900000572,2.41499996185
3.50600004196,3.5569999218,4.64800000191,2.30900001526
3.31599998474,2.15899991989,3.56699991226,2.17699980736
2.39899992943,2.07999992371,2.52499985695,1.8220000267
1.50099992752,1.6210000515,1.75499987602,1.74699997902
1.70199990273,1.69099998474,1.58899998665,1.65799999237
0.029000043869,0.0480000972748,0.40700006485,1.80399990082
0.0,0.0,0.00100016593933,0.00299978256226
0.0,0.0,0.0,0.0
7.61299991608,5.99300003052,10.4040000439,4.53799986839
7.41100001335,4.35500001907,9.52900004387,4.08200001717
7.88400006294,4.33899998665,8.54399991035,3.72600007057
6.76200008392,3.46000003815,7.21300005913,3.69600009918
6.10899996758,3.36999988556,6.43000006676,2.98000001907
3.93000006676,3.70899987221,4.75099992752,2.3710000515
4.45300006866,2.13400006294,3.04500007629,3.02499985695
2.3029999733,1.91600012779,2.32099986076,2.09299993515
1.55100011826,1.66299986839,1.8900001049,1.84899997711
1.60300016403,1.71899986267,1.78299999237,1.6210000515
0.00399994850159,1.7460000515,0.134000062943,0.188999891281
0.00200009346008,0.00600004196167,0.000999927520752,0.0
0.0,0.0,0.0,0.0
8.76600003242,4.46600008011,10.1429998875,4.12599992752
10.4190001488,4.00600004196,8.47500014305,4.3069999218
8.97900009155,3.44200015068,8.28299999237,3.91100001335
7.08200001717,3.43300008774,7.79999995232,3.70900011063
6.17100000381,2.97399997711,5.9960000515,3.52199983597
4.22699999809,2.45000004768,4.26300001144,2.31100010872
4.40700006485,2.2619998455,2.70499992371,3.24000000954
3.39899992943,1.86800003052,1.85500001907,2.85500001907
1.48399996758,1.75600004196,2.02699995041,1.73599982262
1.93099999428,1.64100003242,0.958999872208,1.72200012207
0.101000070572,0.1859998703,0.0019998550415,1.71399998665
0.0,0.0,0.00200009346008,0.00699996948242
0.0,0.0,0.0,0.0
9.71600008011,3.45499992371,11.5539999008,4.44899988174
9.54299998283,3.08400011063,9.70399999619,5.60900020599
8.45700001717,5.34400010109,8.69400000572,3.30599999428
8.05999994278,3.39700007439,7.00900006294,4.90199995041
7.12900018692,3.14999985695,6.57100009918,3.14700007439
4.89199995995,2.72900009155,3.53499984741,2.51399993896
3.61899995804,2.2009999752,2.84599995613,2.22499990463
1.84699988365,2.97599983215,2.29100012779,1.97500014305
1.67000007629,1.67100000381,1.47399997711,2.38899993896
