paranoid1,paranoid2,rand1,rand2
9.5569999218,9.06299996376,0.0,0.0
10.1979999542,8.86400008202,0.0,0.0
9.33099985123,9.53299999237,0.0,0.0
6.79500007629,8.66900014877,0.0,0.0
6.03399991989,6.27300000191,0.0,0.0
5.1819999218,4.58599996567,0.0,0.0
2.78800010681,3.01800012589,0.0,0.0
1.90899991989,2.15999984741,0.0,0.0
1.66199994087,1.88300013542,0.0,0.0
1.85900020599,0.333999872208,0.0,0.0
0.0920000076294,0.0160000324249,0.0,0.0
0.00100016593933,0.0,0.0,0.0
0.0,0.0,0.0,0.0
11.25,11.8489999771,0.0,0.0
12.9849998951,10.9960000515,0.0,0.0
7.97000002861,9.84899997711,0.0,0.0
7.9279999733,8.14400005341,0.0,0.0
7.11499977112,6.99799990654,0.0,0.0
4.06900000572,4.10100007057,0.0,0.0
3.91300010681,3.65199995041,0.0,0.0
1.89800000191,2.72500014305,0.0,0.0
1.47799992561,2.10699987411,0.0,0.0
1.78499984741,1.75600004196,0.0,0.0
0.0169999599457,0.447000026703,0.0,0.0
0.0,0.0019998550415,0.0,0.0
0.0,0.0,0.0,0.0
12.3270001411,8.96499991417,0.0,0.0
9.40700006485,8.97500014305,0.0,0.0
7.95399999619,11.3860001564,0.0,0.0
8.22600007057,7.57800006866,0.0,0.0
7.46600008011,7.0680000782,0.0,0.0
4.79799985886,4.51699995995,0.0,0.0
3.15100002289,3.79099988937,0.0,0.0
2.92700004578,2.90299987793,0.0,0.0
1.46200013161,1.75999999046,0.0,0.0
2.03799986839,1.97399997711,0.0,0.0
0.0849997997284,0.00399994850159,0.00100016593933,0.0
0.0,0.000999927520752,0.0,0.0
0.0,0.0,0.0,0.0
8.27900004387,11.2989997864,0.0,0.0
9.28900003433,12.2910001278,0.0,0.0
8.58700013161,8.1360001564,0.0,0.0
7.22600007057,7.25500011444,0.0,0.0
6.58299994469,5.4240000248,0.0,0.0
4.0119998455,5.94400000572,0.0,0.0
3.54299998283,3.30399990082,0.0,0.0
2.48300004005,3.19600009918,0.0,0.0
1.59400010109,3.9880001545,0.0,0.0
1.54799985886,2.93799996376,0.0,0.0
0.00399994850159,0.317000150681,0.0,0.0
0.0,0.000999927520752,0.0,0.0
0.0,0.0,0.0,0.0
11.2170000076,13.7979998589,0.0,0.0
7.54200005531,8.39499998093,0.0,0.0
9.75199985504,9.31900000572,0.0,0.0
8.37599992752,7.11800003052,0.0,0.0
7.15199995041,5.67500019073,0.0,0.0
4.99300003052,4.51699995995,0.0,0.0
3.93200016022,3.86999988556,0.0,0.0
2.50600004196,2.8599998951,0.0,0.0
1.60699987411,1.78999996185,0.0,0.0
2.12700009346,1.95900011063,0.0,0.0
0.0130000114441,0.203000068665,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
8.26699995995,9.42300009727,0.0,0.0
10.0039999485,10.1979999542,0.0,0.0
9.11699986458,8.80399990082,0.0,0.0
8.22099995613,7.02800011635,0.0,0.0
7.36800003052,6.46399998665,0.000999927520752,0.0
4.57300019264,5.11800003052,0.0,0.0
2.55499982834,3.9889998436,0.0,0.0
2.35800004005,2.95199990273,0.0,0.0
1.49099993706,1.74800014496,0.0,0.0
2.1779999733,0.697999954224,0.0,0.0
0.0120000839233,0.358999967575,0.0,0.0
0.0,0.000999927520752,0.0,0.0
0.0,0.0,0.0,0.0
8.12999987602,8.30999994278,0.0,0.0
8.90600013733,7.71799993515,0.0,0.0
6.77999997139,8.63000011444,0.0,0.0
8.71899986267,7.40700006485,0.0,0.0
6.45199990273,6.79099988937,0.0,0.0
3.63399982452,4.93300008774,0.0,0.0
3.84699988365,2.98799991608,0.0,0.0
2.79399991035,2.80800008774,0.0,0.0
1.60800004005,1.72599983215,0.0,0.0
1.74300003052,1.76499986649,0.0,0.0
0.211999893188,0.055999994278,0.0,0.0
0.000999927520752,0.0,0.0,0.0
0.0,0.0,0.0,0.0
