paranoid1,rand1,rand2,rand3
12.8120000362,0.0,0.0,0.0
10.5629999638,0.0,0.0,0.0
9.28399991989,0.0,0.0,0.0
8.41100001335,0.0,0.0,0.0
7.63499999046,0.0,0.0,0.0
4.90400004387,0.0,0.0,0.0
4.0759999752,0.0,0.0,0.0
2.57800006866,0.0,0.0,0.0
1.79699993134,0.0,0.0,0.0
2.93700003624,0.0,0.0,0.0
0.0309998989105,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
12.3550000191,0.0,0.0,0.0
10.8450000286,0.0,0.0,0.0
12.9539999962,0.0,0.0,0.0
8.38100004196,0.0,0.0,0.0
6.33599996567,0.0,0.0,0.0
3.98300004005,0.0,0.0,0.0
3.04299998283,0.0,0.0,0.0
2.17199993134,0.0,0.0,0.0
1.43799996376,0.0,0.0,0.0
1.67200016975,0.0,0.0,0.0
0.0469999313354,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
14.6579999924,0.0,0.0,0.0
11.0160000324,0.0,0.0,0.0
9.62600016594,0.0,0.0,0.0
7.42199993134,0.0,0.0,0.0
6.92899990082,0.0,0.0,0.0
3.8710000515,0.0,0.0,0.0
3.2650001049,0.0,0.0,0.0
2.4849998951,0.0,0.0,0.0
2.10899996758,0.0,0.0,0.0
2.32800006866,0.0,0.0,0.0
0.171999931335,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
12.1289999485,0.0,0.0,0.0
11.3860001564,0.0,0.0,0.0
10.7159998417,0.0,0.0,0.0
8.79800009727,0.0,0.0,0.0
7.49499988556,0.0,0.0,0.0
4.25,0.0,0.0,0.0
3.99800014496,0.0,0.0,0.0
2.79699993134,0.0,0.0,0.0
1.68799996376,0.0,0.0,0.0
1.43799996376,0.0,0.0,0.0
0.0629999637604,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
10.257999897,0.0,0.0,0.0
11.111000061,0.0,0.0,0.0
10.125,0.0,0.0,0.0
8.29699993134,0.0,0.0,0.0
7.11599993706,0.0,0.0,0.0
3.3220000267,0.0,0.0,0.0
3.6400001049,0.0,0.0,0.0
2.82899999619,0.0,0.0,0.0
2.45299983025,0.0,0.0,0.0
0.483999967575,0.0,0.0,0.0
0.0939998626709,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
12.9539999962,0.0,0.0,0.0
9.64199995995,0.0,0.0,0.0
10.9070000648,0.0,0.0,0.0
9.375,0.0,0.0,0.0
6.62599992752,0.0,0.0,0.0
4.26600003242,0.0,0.0,0.0
2.29699993134,0.0,0.0,0.0
2.06299996376,0.0,0.0,0.0
1.53100013733,0.0,0.0,0.0
1.51600003242,0.0,0.0,0.0
0.343000173569,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
10.3129999638,0.0,0.0,0.0
8.95399999619,0.0,0.0,0.0
9.78200006485,0.0,0.0,0.0
9.20299983025,0.0,0.0,0.0
7.6890001297,0.0,0.0,0.0
4.82800006866,0.0,0.0,0.0
3.46900010109,0.0,0.0,0.0
2.53099989891,0.0,0.0,0.0
1.60300016403,0.0,0.0,0.0
1.54699993134,0.0,0.0,0.0
0.0160000324249,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
14.8959999084,0.0,0.0,0.0
10.1100001335,0.0,0.0,0.0
8.95399999619,0.0,0.0,0.0
9.04799985886,0.0,0.0,0.0
8.15700006485,0.0,0.0,0.0
3.85899996758,0.0,0.0,0.0
4.06900000572,0.0,0.0,0.0
2.53100013733,0.0,0.0,0.0
1.625,0.0,0.0,0.0
2.51600003242,0.0,0.0,0.0
0.077999830246,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
15.0319998264,0.0,0.0,0.0
11.0469999313,0.0,0.0,0.0
9.97000002861,0.0,0.0,0.0
9.46899986267,0.0,0.0,0.0
8.47000002861,0.0,0.0,0.0
4.82800006866,0.0,0.0,0.0
3.68799996376,0.0,0.0,0.0
1.82800006866,0.0,0.0,0.0
1.375,0.0,0.0,0.0
2.0,0.0,0.0,0.0
0.43700003624,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
9.65700006485,0.0,0.0,0.0
9.67199993134,0.0,0.0,0.0
8.64100003242,0.0,0.0,0.0
8.65700006485,0.0,0.0,0.0
7.51599979401,0.0,0.0,0.0
4.40700006485,0.0,0.0,0.0
3.01600003242,0.0,0.0,0.0
2.98399996758,0.0,0.0,0.0
1.79699993134,0.0,0.0,0.0
1.89100003242,0.0,0.0,0.0
0.0160000324249,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
12.763999939,0.0,0.0,0.0
11.1890001297,0.0,0.0,0.0
10.8980000019,0.0,0.0,0.0
9.22600007057,0.0,0.0,0.0
8.46900010109,0.0,0.0,0.0
4.7349998951,0.0,0.0,0.0
3.23500013351,0.0,0.0,0.0
2.73399996758,0.0,0.0,0.0
3.51600003242,0.0,0.0,0.0
1.5,0.0,0.0,0.0
0.0160000324249,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
9.88800001144,0.0,0.0,0.0
11.7820000648,0.0,0.0,0.0
10.3069999218,0.0,0.0,0.0
10.8919999599,0.0,0.0,0.0
7.09500002861,0.0,0.0,0.0
4.0,0.0,0.0,0.0
5.04799985886,0.0,0.0,0.0
2.34399986267,0.0,0.0,0.0
1.40600013733,0.0,0.0,0.0
1.31200003624,0.0,0.0,0.0
0.328000068665,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
16.0950000286,0.0,0.0,0.0
9.29800009727,0.0,0.0,0.0
9.64100003242,0.0,0.0,0.0
8.57899999619,0.0,0.0,0.0
7.37599992752,0.0,0.0,0.0
5.04699993134,0.0,0.0,0.0
3.73400020599,0.0,0.0,0.0
2.93799996376,0.0,0.0,0.0
1.90699982643,0.0,0.0,0.0
2.3599998951,0.0,0.0,0.0
0.0780000686646,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
12.5950000286,0.0,0.0,0.0
10.6719999313,0.0,0.0,0.0
8.37600016594,0.0,0.0,0.0
8.32899999619,0.0,0.0,0.0
6.84399986267,0.0,0.0,0.0
3.07800006866,0.0,0.0,0.0
2.92199993134,0.0,0.0,0.0
2.51600003242,0.0,0.0,0.0
1.79700016975,0.0,0.0,0.0
1.81299996376,0.0,0.0,0.0
0.266000032425,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
13.1099998951,0.0,0.0,0.0
9.75100016594,0.0,0.0,0.0
8.87599992752,0.0,0.0,0.0
