max,paranoid1,paranoid2,paranoid3
6.16100001335,11.7039999962,11.6670000553,10.7820000648
4.55200004578,9.69400000572,11.8480000496,10.7400000095
4.01300001144,10.867000103,9.13399982452,6.69400000572
3.82899999619,7.0759999752,8.6740000248,6.96500015259
3.47200012207,8.19099998474,8.14499998093,7.31599998474
3.10599994659,5.93700003624,4.0,4.78100013733
2.61100006104,3.06999993324,2.92899990082,3.95499992371
2.4319999218,2.4359998703,2.10699987411,2.60700011253
1.97000002861,1.40400004387,1.56500005722,1.97300004959
1.68300008774,1.89299988747,1.60399985313,2.58099985123
1.97300004959,0.290999889374,0.0939998626709,0.00399994850159
0.00500011444092,0.0,0.0,0.00200009346008
0.0,0.0,0.0,0.0
3.07499980927,10.4600000381,13.2690000534,11.1270000935
2.66999983788,9.20700001717,11.873000145,8.52499985695
4.83899998665,9.51300001144,9.40100002289,11.6730000973
4.56100010872,9.27799987793,6.82299995422,7.67700004578
4.00300002098,8.09000015259,5.55999994278,5.68400001526
4.28099989891,3.47099995613,5.07299995422,4.62700009346
2.51999998093,4.59400010109,5.00200009346,4.84400010109
2.16199994087,3.03799986839,2.45700001717,2.09500002861
1.78299999237,4.32100009918,1.83400011063,1.40499997139
1.90299987793,3.12400007248,1.60500001907,1.80500006676
0.103999853134,0.18799996376,0.223999977112,0.0620000362396
0.00100016593933,0.000999927520752,0.000999927520752,0.0
0.0,0.0,0.0,0.0
4.882999897,12.4500000477,9.54100012779,10.3190000057
4.3069999218,10.4739999771,11.4309999943,12.385999918
3.81699991226,10.2140002251,7.59999990463,10.3039999008
5.85400009155,8.86899995804,7.54500007629,7.72099995613
3.53299999237,5.68700003624,8.01200008392,7.71900010109
2.65299987793,3.59800004959,4.96799993515,4.98500013351
2.44299983978,3.82899999619,3.89400005341,3.8789999485
3.09100008011,2.70599985123,2.14700007439,1.98699998856
2.08600020409,1.52500009537,2.11100006104,1.84800004959
2.01399993896,0.345999956131,2.30499982834,1.49900007248
0.265000104904,0.0309998989105,0.354000091553,0.174000024796
0.0420000553131,0.000999927520752,0.00100016593933,0.0
0.0,0.0,0.0,0.0
2.6740000248,11.2179999352,8.75699996948,10.4690001011
6.25400018692,11.6809999943,11.3440001011,11.018999815
6.10600018501,10.1890001297,9.97899985313,9.00600004196
3.98699998856,8.57899999619,8.58500003815,9.01600003242
3.96700000763,7.22300004959,6.61500000954,8.10299992561
3.88100004196,4.70599985123,4.39400005341,4.11199998856
2.35099983215,3.39699983597,3.56399989128,4.27199983597
2.17600011826,2.33299994469,2.41999983788,3.1779999733
1.86500000954,2.09899997711,1.54299998283,2.47099995613
1.94400000572,0.546000003815,1.91999983788,1.91999983788
1.97499990463,0.28200006485,0.0869998931885,0.0139999389648
0.0360000133514,0.0,0.000999927520752,0.0
0.00100016593933,0.0,0.0,0.0
2.91700005531,9.38100004196,9.22100019455,10.021999836
2.77900004387,11.638999939,8.51399993896,9.29200005531
5.78699994087,6.25199985504,8.79300022125,9.91099977493
5.77900004387,7.60599994659,8.92599987984,8.65300011635
2.78400015831,6.83100008965,6.82999992371,7.15499997139
2.46899986267,4.46599984169,5.21099996567,4.26800012589
2.46399998665,3.6210000515,3.11500000954,3.49500012398
2.88199996948,4.04700016975,2.42199993134,2.07699990273
2.87399983406,2.1970000267,1.97699999809,1.47100019455
2.05100011826,1.63399982452,2.38800001144,2.29299998283
2.05500006676,0.0309998989105,0.0160000324249,0.417000055313
0.0120000839233,0.0,0.0,0.0
0.0,0.0,0.0,0.0
5.23000001907,8.34599995613,9.70800018311,15.3989999294
4.00199985504,10.0889999866,10.9539999962,8.45000004768
4.64499998093,10.2929999828,9.7539999485,9.21300005913
3.69600009918,7.70000004768,9.2380001545,8.08799982071
3.46399998665,7.3599998951,6.58200001717,7.98300004005
3.88300013542,4.84799981117,4.82999992371,4.38199996948
3.36599993706,3.48600006104,3.87300014496,3.64499998093
3.02799987793,2.52900004387,2.57899999619,2.28600001335
2.55799984932,1.58100008965,1.51800012589,1.54299998283
2.27300000191,1.62800002098,1.88500022888,0.404000043869
2.05099987984,0.0910000801086,0.0610001087189,0.00200009346008
0.00600004196167,0.0,0.0,0.0019998550415
0.0,0.0,0.0,0.0
4.56399989128,10.4440000057,10.7290000916,12.4160001278
4.28999996185,9.79100012779,13.3339998722,11.0450000763
3.85199999809,8.99900007248,8.95899987221,7.97699999809
5.55399990082,10.7900002003,7.60400009155,7.75699996948
2.59000015259,7.16100001335,7.23300004005,7.367000103
4.08000016212,4.88199996948,4.92299985886,4.54500007629
2.44200015068,3.31700015068,3.23600006104,3.71099996567
2.20299983025,1.48699998856,2.87699985504,2.70200014114
1.93700003624,1.43799996376,1.90299987793,1.83100008965
2.38700008392,1.50300002098,1.9359998703,1.90199995041
2.03800010681,0.182999849319,0.0739998817444,0.00300002098083
0.00699996948242,0.0,0.0,0.000999927520752
0.0,0.0,0.0,0.0
3.98699998856,11.6679999828,11.4349999428,10.4850001335
4.76499986649,11.0299999714,10.4649999142,13.8450000286
3.79699993134,10.2050001621,10.4869999886,10.2649998665
3.5609998703,8.00899982452,8.67599987984,8.4310002327
5.08200001717,7.08699989319,7.01699995995,6.94099998474
3.92599987984,4.94499993324,5.16699981689,4.27200007439
3.58700013161,4.31999993324,3.94299983978,4.25099992752
2.22000002861,2.36800003052,3.73399996758,3.02900004387
1.85199999809,1.53099989891,1.78299999237,1.96199989319
1.79799985886,0.421999931335,1.59200000763,2.04099988937
1.91600012779,0.029000043869,0.00499987602234,0.095999956131
0.0,0.00200009346008,0.000999927520752,0.0
0.0,0.0,0.0,0.0
6.98100018501,9.76700019836,13.2290000916,12.9849998951
4.0720000267,8.97600007057,10.5050001144,9.99000000954
4.37699985504,8.10899996758,9.92600011826,8.0609998703
3.86100006104,7.97900009155,7.71799993515,8.15700006485
5.08500003815,6.65399980545,6.62400007248,6.33899998665
3.7650001049,5.55599999428,4.6970000267,4.59599995613
2.94400000572,3.84599995613,3.38599991798,2.80099987984
2.03200006485,3.43600010872,3.05800008774,2.90799999237
1.85700011253,1.63599991798,2.14400005341,1.78799986839
1.78600001335,1.90799999237,0.31200003624,1.60800004005
1.91799998283,0.0679998397827,0.0,0.0
0.0,0.0,0.0150001049042,0.0
0.0,0.0,0.0,0.0
5.5759999752,13.5460000038,10.015999794,14.8090000153
3.78600001335,10.9990000725,8.50900006294,9.19900012016
4.66899991035,10.3210000992,9.0759999752,7.63499999046
3.17700004578,8.55200004578,8.28200006485,8.23399996758
4.96399998665,7.93800020218,7.03199982643,6.5609998703
2.65799999237,5.11100006104,5.26099991798,5.88800001144
2.13900017738,3.26600003242,3.95200014114,4.4849998951
2.15700006485,2.64800000191,1.96000003815,2.70499992371
1.89199995995,1.82999992371,2.48300004005,1.82799983025
2.26300001144,1.55200004578,1.08899998665,2.97200012207
1.81699991226,0.12299990654,0.00699996948242,0.0169999599457
0.0019998550415,0.0,0.00100016593933,0.000999927520752
0.0,0.0,0.0,0.0
4.47200012207,8.48699998856,11.9849998951,12.3320000172
6.37800002098,11.3409998417,11.4400000572,9.78699994087
4.92100000381,10.6080000401,9.67499995232,8.27499985695
3.81900000572,7.16799998283,9.45300006866,8.90199995041
3.6360001564,6.09099984169,7.93799996376,7.23599982262
2.71200013161,4.77100014687,6.34200000763,3.44400000572
2.67199993134,3.7570002079,3.74799990654,3.22200012207
3.32099986076,2.53399991989,2.29099988937,2.31200003624
2.25,2.20700001717,1.79399991035,1.59200000763
1.80799984932,1.89800000191,0.322000026703,2.04699993134
2.16900014877,0.0809998512268,0.0019998550415,0.436000108719
0.00100016593933,0.0,0.000999927520752,0.000999927520752
0.0,0.0,0.0,0.0
5.25999999046,8.54399991035,10.1560001373,13.2129998207
