paranoid1,paranoid2,rand1,rand2
8.0720000267,7.78699994087,0.0,0.0
10.114000082,10.1679999828,0.0,0.0
7.59500002861,8.05900001526,0.0,0.0
8.64199995995,7.50699996948,0.0,0.0
5.69999980927,6.24099993706,0.0,0.0
3.76399993896,4.0720000267,0.0,0.0
3.17499995232,3.32099986076,0.0,0.0
2.61600017548,2.35400009155,0.0,0.0
2.48200011253,1.70300006866,0.0,0.0
0.786000013351,1.57299995422,0.0,0.0
0.0169999599457,0.900000095367,0.0,0.0
0.0,0.00200009346008,0.0,0.0
0.0,0.0,0.0,0.0
11.4140000343,11.4579999447,0.0,0.0
10.6360001564,9.05399990082,0.0,0.0
10.0480000973,8.6099998951,0.0,0.0
7.23799991608,7.80599999428,0.0,0.0
6.75300002098,5.882999897,0.0,0.0
3.34500002861,4.32699990273,0.0,0.0
2.89700007439,3.78500008583,0.0,0.0
2.64199995995,2.07999992371,0.0,0.0
1.6850001812,1.46099996567,0.0,0.0
1.7389998436,1.54600000381,0.0,0.0
0.178999900818,0.0869998931885,0.0,0.0
0.0019998550415,0.0,0.0,0.0
0.000999927520752,0.0,0.0,0.0
9.93700003624,8.46300005913,0.0,0.0
10.5499999523,9.04299998283,0.0,0.0
7.84500002861,8.35900020599,0.0,0.0
8.27400016785,7.90599989891,0.0,0.0
6.65499997139,6.84800004959,0.0,0.0
4.43600010872,4.64199995995,0.0,0.0
3.50500011444,3.68400001526,0.0,0.0
2.65799999237,3.42599987984,0.0,0.0
2.53099989891,2.36500000954,0.0,0.0
1.94099998474,0.432000160217,0.0,0.0
0.0179998874664,0.397000074387,0.0,0.0
0.0,0.00200009346008,0.0,0.0
0.0,0.0,0.0,0.0
11.7799999714,8.5529999733,0.0,0.0
8.92199993134,10.3970000744,0.0,0.0
11.2209999561,8.98000001907,0.0,0.0
6.63400006294,7.31500005722,0.0,0.0
6.19900012016,7.32000017166,0.0,0.0
3.66700005531,4.90899991989,0.0,0.0
3.30000019073,4.17499995232,0.0,0.0
2.34299993515,2.02400016785,0.0,0.0
1.48399996758,1.48799991608,0.0,0.0
2.07399988174,0.479000091553,0.0,0.0
0.021999835968,0.000999927520752,0.0,0.0
0.0,0.00100016593933,0.0,0.0
0.0,0.0,0.0,0.0
7.98900008202,8.4399998188,0.0,0.0
7.53500008583,9.00500011444,0.0,0.0
9.38000011444,8.56699991226,0.0,0.0
8.41499996185,10.015999794,0.0,0.0
6.72300004959,6.54400014877,0.0,0.0
4.6360001564,3.90000009537,0.0,0.0
3.8630001545,3.53699994087,0.0,0.0
2.69799995422,2.73400020599,0.0,0.0
1.90000009537,1.90299987793,0.0,0.0
1.84899997711,1.48600006104,0.0,0.0
0.0529999732971,0.0140001773834,0.0,0.0
0.000999927520752,0.0,0.0,0.0
0.0,0.0,0.0,0.0
9.94599986076,12.1059999466,0.0,0.0
9.74499988556,9.0759999752,0.0,0.0
8.05300021172,9.30999994278,0.0,0.0
7.8220000267,8.59700012207,0.0,0.0
7.34000015259,7.30999994278,0.0,0.0
6.21199989319,4.53500008583,0.0,0.0
3.90299987793,3.89499998093,0.0,0.0
2.83700013161,2.16799998283,0.0,0.0
