paranoid1,paranoid2,paranoid3,paranoid4
11.2380001545,8.50300002098,12.513999939,8.61099982262
9.84000015259,8.75699996948,10.3839998245,9.95399999619
9.80399990082,9.30400013924,8.81299996376,9.33400011063
10.0640001297,8.86899995804,7.41000008583,6.77100014687
7.55099987984,8.1360001564,7.69899988174,8.25300002098
4.46199989319,7.04200005531,5.63899993896,5.15700006485
3.0529999733,4.3220000267,4.00200009346,4.17700004578
2.27199983597,3.33999991417,2.72899985313,2.66999983788
1.80399990082,2.44599986076,1.83200001717,2.17899990082
1.78199982643,2.42499995232,2.82999992371,2.04099988937
0.0859999656677,0.0139999389648,0.0250000953674,0.674000024796
0.000999927520752,0.00200009346008,0.00200009346008,0.0
0.0,0.0,0.0,0.0
9.59799981117,12.0470001698,15.0449998379,14.6080000401
9.75600004196,8.63199996948,10.1829998493,10.496999979
8.492000103,8.42300009727,6.55200004578,9.60899996758
7.84200000763,8.15699982643,7.82000017166,7.51099991798
7.01499986649,6.75900006294,6.69400000572,6.64299988747
5.26999998093,5.19199991226,5.60800004005,3.94500017166
2.26699995995,3.89800000191,4.77699995041,2.39499998093
2.35899996758,2.99199986458,3.62800002098,3.19800019264
2.13900017738,1.99500012398,2.73000001907,1.76200008392
1.51600003242,2.29200005531,2.61599993706,1.75499987602
0.197999954224,0.0829999446869,0.029000043869,0.536999940872
0.000999927520752,0.0,0.0,0.00300002098083
0.0,0.0,0.0,0.0
8.70000004768,8.59999990463,8.7990000248,11.6909999847
7.87400007248,9.92000007629,9.12399983406,9.71000003815
10.3029999733,8.23900008202,9.41200017929,8.81599998474
7.03500008583,7.17599987984,7.45499992371,7.31599998474
6.9470000267,6.40699982643,7.34200000763,7.24300003052
4.32299995422,4.87199997902,4.71299982071,3.53299999237
2.92900013924,3.50100016594,3.75999999046,3.18799996376
2.96500015259,2.52900004387,1.63399982452,1.77100014687
1.83200001717,2.10000014305,1.36100006104,1.67300009727
1.84300017357,1.69099998474,1.38199996948,1.92299985886
0.00300002098083,0.435000181198,0.204999923706,0.0139999389648
0.00200009346008,0.0,0.000999927520752,0.00100016593933
0.0,0.0,0.0,0.0
10.2109999657,8.75999999046,8.625,9.75600004196
7.73399996758,11.25,10.246999979,8.76899981499
9.69400000572,9.7349998951,8.87799978256,8.73399996758
8.68799996376,7.82400012016,7.2539999485,7.06999993324
7.18700003624,6.27900004387,6.06100010872,5.65599989891
5.04699993134,4.29600000381,4.06200003624,3.69799995422
3.35500001907,3.79299998283,3.28800010681,2.77200007439
2.6930000782,3.40300011635,2.23599982262,2.05800008774
1.48200011253,1.71900010109,1.65799999237,1.62599992752
1.88000011444,1.78200006485,2.05499982834,1.33400011063
0.120000123978,0.0179998874664,0.00800013542175,0.134000062943
0.0,0.0,0.0,0.00200009346008
0.0,0.0,0.0,0.0
11.9739999771,11.1549999714,10.8949999809,10.1380000114
10.4570000172,9.8069999218,11.6129999161,10.7219998837
9.73699998856,9.29500007629,9.95899987221,8.4390001297
8.02399992943,8.23400020599,7.61299991608,8.04699993134
7.05999994278,7.14499998093,6.37900018692,6.45700001717
4.73699998856,4.6819999218,5.67900013924,3.12000012398
4.36199998856,3.33100008965,3.55999994278,2.7460000515
2.1740000248,1.92899990082,2.96799993515,2.43099999428
1.64599990845,1.48599982262,2.25800013542,1.71300005913
1.93300008774,0.526000022888,2.02899980545,1.55200004578
0.00200009346008,0.406000137329,0.0849997997284,0.0150001049042
0.000999927520752,0.000999927520752,0.0,0.0
0.0,0.0,0.0,0.0
8.50500011444,11.756000042,8.65599989891,10.9170000553
9.93499994278,7.76999998093,10.5599999428,11.4820001125
8.99399995804,7.31500005722,9.52099990845,9.12199997902
8.83400011063,8.46899986267,8.08300018311,7.30500006676
6.94600009918,6.7009999752,5.83999991417,5.67000007629
4.18700003624,4.60500001907,4.67700004578,3.91499996185
3.2349998951,2.96399998665,3.98699998856,3.4359998703
2.09800004959,3.53900003433,3.01900005341,2.38399982452
1.44299983978,1.48699998856,2.27400016785,1.78099989891
1.88499999046,1.19900012016,2.18099999428,1.48600006104
0.050999879837,0.0199999809265,0.371999979019,0.121000051498
0.000999927520752,0.0,0.000999927520752,0.00100016593933
0.0,0.0,0.0,0.0
9.30599999428,12.5169999599,12.646999836,12.4530000687
7.89699983597,9.78999996185,9.25899982452,10.7919998169
7.89700007439,8.7349998951,7.95199990273,9.97799992561
8.52900004387,6.81500005722,8.12600016594,7.632999897
6.62199997902,6.67200016975,6.4509999752,6.60400009155
3.10899996758,4.55200004578,3.51200008392,3.02399992943
3.55400013924,3.382999897,2.85899996758,4.02500009537
2.26800012589,3.65100002289,2.42300009727,2.25999999046
1.65099978447,1.34599995613,1.89400005341,1.76399993896
1.68899989128,1.36999988556,2.63700008392,0.371999979019
0.223000049591,0.0889999866486,0.0150001049042,0.276999950409
0.000999927520752,0.0,0.0,0.00100016593933
0.000999927520752,0.0,0.0,0.0
12.114000082,10.8469998837,10.0690000057,11.7249999046
9.48600006104,9.6360001564,9.09899997711,10.4849998951
9.75900006294,8.66000008583,8.94099998474,9.01300001144
8.08700013161,9.10299992561,7.37800002098,7.50800013542
6.50999999046,6.06900000572,6.3900001049,7.02600002289
4.875,4.00500011444,4.01800012589,5.0569999218
3.44999980927,3.11199998856,4.01999998093,3.34800004959
2.45199990273,2.01600003242,2.57099986076,3.02900004387
2.04299998283,1.55999994278,1.6850001812,1.43200016022
2.26499986649,1.49499988556,1.74399995804,0.84299993515
0.476999998093,0.441999912262,0.0090000629425,0.0139999389648
0.0,0.000999927520752,0.00100016593933,0.000999927520752
0.0,0.0,0.0,0.0
9.56999993324,12.2939999104,12.4930000305,10.0390000343
10.9470000267,10.3489999771,10.7430000305,11.8299999237
9.4889998436,8.54800009727,7.90299987793,10.2010002136
8.03100013733,7.07399988174,6.7650001049,8.30599999428
7.21300005913,4.70200014114,6.66799998283,6.74399995804
5.05400013924,4.56599998474,4.66599988937,3.91400003433
3.23300004005,3.83299994469,3.45000004768,3.46399998665
