paranoid,max1,max2,max3
11.0600001812,4.95199990273,4.47699999809,3.02200007439
9.68400001526,6.73100018501,4.70399999619,3.11000013351
9.72000002861,4.79699993134,4.67599987984,6.29999995232
9.21199989319,4.19900012016,4.10800004005,5.69899988174
7.77399992943,4.04500007629,3.78299999237,3.35800004005
4.38900017738,3.83100008965,2.76200008392,2.70599985123
4.20799994469,2.89899992943,2.77999997139,2.2539999485
2.88199996948,2.34099984169,2.14400005341,2.06999993324
1.86599993706,2.17199993134,1.79500007629,3.33899998665
2.0,1.91799998283,2.50199985504,1.86199998856
0.59500002861,0.819000005722,0.074000120163,1.98500013351
0.00200009346008,0.0019998550415,0.0,0.0409998893738
0.0,0.0,0.0,0.0
13.3680000305,5.55999994278,5.01300001144,4.15599989891
10.6710000038,6.95699977875,5.12699985504,4.08800005913
10.1270000935,4.0569999218,4.09400010109,5.97099995613
8.75699996948,3.08399987221,5.67199993134,3.68799996376
6.82399988174,5.21099996567,3.5609998703,3.90700006485
3.92299985886,4.57800006866,2.66999983788,2.90399980545
3.79999995232,2.72699999809,2.27400016785,3.36599993706
3.76300001144,2.21700000763,2.04200005531,3.04800009727
2.5720000267,2.06700015068,1.95299983025,1.95399999619
2.84299993515,2.62699985504,2.03099989891,1.91799998283
0.048999786377,0.0390000343323,2.16799998283,2.09099984169
0.0,0.000999927520752,0.0510001182556,0.010999917984
0.0,0.0,0.0,0.0
10.0979998112,4.57100009918,4.45299983025,4.83200001717
10.2809998989,6.56300020218,4.61999988556,4.62599992752
9.59700012207,6.30900001526,3.72000002861,3.68799996376
8.8900001049,4.16799998283,3.14900016785,5.53099989891
7.33999991417,3.53200006485,5.38400006294,3.70300006866
4.39100003242,2.7990000248,4.07699990273,2.58400011063
3.25999999046,3.99500012398,2.62599992752,2.7539999485
2.29500007629,2.25,3.24499988556,2.40400004387
1.81900000572,1.65400004387,2.82800006866,1.992000103
2.54800009727,1.99799990654,2.49399995804,1.71700000763
0.0160000324249,1.93700003624,1.89700007439,0.59299993515
0.00200009346008,0.00200009346008,0.0,0.0349998474121
0.000999927520752,0.0,0.0,0.0
10.2780001163,4.76599979401,4.29500007629,4.17299985886
8.03700017929,5.19500017166,5.37599992752,3.90899991989
8.88899993896,4.85500001907,3.58399987221,6.20599985123
8.34099984169,5.64499998093,4.53400015831,4.21399998665
7.96000003815,3.63400006294,3.92200016975,3.64599990845
3.40599989891,3.07899999619,3.28100013733,2.90700006485
3.96900010109,2.38999986649,2.9430000782,2.76399993896
2.65700006485,3.09099984169,2.37700009346,2.22000002861
2.08800005913,2.90599989891,2.2009999752,2.28900003433
2.21700000763,2.04800009727,2.09200000763,2.17300009727
0.484999895096,2.29699993134,0.950000047684,0.0780000686646
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
14.4459998608,5.2349998951,5.18099999428,4.15799999237
9.15199995041,6.70199990273,5.40300011635,4.57899999619
10.7349998951,4.39300012589,3.37700009346,5.89199995995
7.67200016975,4.14499998093,5.49799990654,4.71300005913
