max1,rand1,rand2,rand3
4.54199981689,0.0,0.0,0.0
4.30999994278,0.0,0.0,0.0
3.89599990845,0.0,0.0,0.0
4.05399990082,0.0,0.0,0.0
3.55200004578,0.0,0.000999927520752,0.0
2.71700000763,0.0,0.0,0.0
3.63000011444,0.0,0.0,0.0
2.06600022316,0.0,0.0,0.0
1.8630001545,0.0,0.0,0.0
1.84500002861,0.0,0.0,0.0
0.256999969482,0.0,0.0,0.0
0.00200009346008,0.0,0.0,0.0
0.0,0.0,0.0,0.0
3.58899998665,0.0,0.0,0.0
4.2389998436,0.0,0.0,0.0
4.30599999428,0.0,0.0,0.0
4.05399990082,0.0,0.0,0.0
3.68300008774,0.0,0.0,0.0
2.87399983406,0.0,0.0,0.0
2.45000004768,0.0,0.0,0.0
2.02900004387,0.0,0.0,0.0
2.68000006676,0.0,0.0,0.0
2.02800011635,0.0,0.0,0.0
2.18799996376,0.0,0.0,0.0
0.0409998893738,0.0,0.0,0.0
0.0,0.0,0.0,0.0
4.57400012016,0.0,0.0,0.0
4.0490000248,0.0,0.0,0.0
3.875,0.0,0.0,0.0
3.58699989319,0.0,0.0,0.0
3.23099994659,0.0,0.0,0.0
4.03699994087,0.0,0.0,0.0
2.39300012589,0.0,0.0,0.0
2.02500009537,0.0,0.0,0.0
2.65199995041,0.0,0.0,0.0
1.81399989128,0.0,0.0,0.0
2.07699990273,0.0,0.0,0.0
0.0429999828339,0.0,0.0,0.0
0.0,0.0,0.0,0.0
4.82399988174,0.0,0.0,0.0
3.2460000515,0.0,0.0,0.0
3.14600014687,0.0,0.0,0.0
4.10299992561,0.0,0.0,0.0
2.44499993324,0.0,0.0,0.0
3.80000019073,0.0,0.0,0.0
3.48600006104,0.0,0.0,0.0
2.85599994659,0.0,0.0,0.0
1.75300002098,0.0,0.0,0.0
2.43300008774,0.0,0.0,0.0
0.0450000762939,0.0,0.0,0.0
0.0360000133514,0.0,0.0,0.0
0.0,0.0,0.0,0.0
3.52900004387,0.000999927520752,0.0,0.0
5.09999990463,0.0,0.0,0.0
2.78600001335,0.0,0.0,0.0
5.22000002861,0.0,0.0,0.0
4.99400019646,0.0,0.0,0.0
3.06900000572,0.0,0.0,0.0
2.32500004768,0.0,0.0,0.0
2.0490000248,0.0,0.0,0.0
2.03700017929,0.0,0.0,0.0
1.85500001907,0.0,0.0,0.0
2.03000020981,0.0,0.0,0.0
0.0439999103546,0.0,0.0,0.0
0.0,0.0,0.00100016593933,0.0
4.76099991798,0.0,0.0,0.0
4.25899982452,0.0,0.0,0.0
3.41000008583,0.0,0.0,0.0
3.96300005913,0.0,0.0,0.0
3.40499997139,0.0,0.0,0.0
3.00500011444,0.0,0.0,0.0
2.59699988365,0.0,0.0,0.0
2.18600010872,0.0,0.0,0.0
1.68099999428,0.0,0.0,0.0
2.00100016594,0.0,0.0,0.0
0.265999794006,0.0,0.0,0.0
0.00799989700317,0.0,0.0,0.0
0.0,0.0,0.0,0.0
4.40000009537,0.0,0.0,0.0
2.79399991035,0.0,0.0,0.0
2.7650001049,0.0,0.0,0.0
5.33899998665,0.0,0.0,0.0
4.95399999619,0.0,0.0,0.0
2.5490000248,0.0,0.0,0.0
2.38899993896,0.0,0.0,0.0
1.992000103,0.0,0.0,0.0
2.66100001335,0.0,0.0,0.0
1.80000019073,0.0,0.0,0.0
1.90100002289,0.0,0.0,0.0
0.000999927520752,0.0,0.0,0.0
0.0,0.0,0.0,0.0
4.46199989319,0.0,0.0,0.0
6.07699990273,0.0,0.0,0.0
2.86899995804,0.0,0.0,0.0
3.87099981308,0.0,0.0,0.0
4.67299985886,0.0,0.0,0.0
2.40100002289,0.0,0.0,0.0
3.58400011063,0.0,0.0,0.0
3.2619998455,0.0,0.0,0.0
1.88900017738,0.0,0.0,0.0
1.80599999428,0.0,0.0,0.0
1.89400005341,0.0,0.0,0.0
0.00699996948242,0.0,0.0,0.0
0.0,0.0,0.0,0.0
3.55799984932,0.0,0.0,0.0
6.1740000248,0.0,0.0,0.0
5.61800003052,0.0,0.0,0.0
5.44099998474,0.0,0.0,0.0
3.39800000191,0.0,0.0,0.0
2.85400009155,0.0,0.0,0.0
2.21099996567,0.0,0.0,0.0
3.31900000572,0.0,0.0,0.0
2.22799992561,0.0,0.0,0.0
1.93800020218,0.0,0.0,0.0
1.98500013351,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
6.6740000248,0.0,0.0,0.0
2.55499982834,0.0,0.0,0.0
6.01899981499,0.0,0.0,0.0
3.0569999218,0.0,0.0,0.0
3.32699990273,0.0,0.0,0.0
2.39400005341,0.0,0.0,0.0
1.89599990845,0.0,0.0,0.0
1.84800004959,0.0,0.0,0.0
1.86900019646,0.0,0.0,0.0
2.59100008011,0.0,0.0,0.0
2.12400007248,0.0,0.0,0.0
0.0469999313354,0.0,0.0,0.0
0.0,0.0,0.0,0.0
4.94599986076,0.0,0.0,0.0
4.01600003242,0.0,0.0,0.0
5.86600017548,0.0,0.0,0.0
2.95899987221,0.0,0.0,0.0
5.03500008583,0.0,0.0,0.0
4.12800002098,0.0,0.0,0.0
2.41299986839,0.000999927520752,0.0,0.0
3.01999998093,0.0,0.0,0.0
1.73200011253,0.0,0.0,0.0
2.30400013924,0.0,0.0,0.0
1.86999988556,0.0,0.0,0.0
0.00600004196167,0.0,0.0,0.0
0.0,0.0,0.0,0.0
6.37299990654,0.0,0.0,0.0
3.93400001526,0.0,0.0,0.0
4.25800013542,0.0,0.0,0.0
5.39200019836,0.0,0.0,0.0
3.29600000381,0.0,0.0,0.0
2.85300016403,0.0,0.0,0.0
2.42800021172,0.0,0.0,0.0
2.14499998093,0.0,0.0,0.0
1.83800005913,0.0,0.0,0.0
1.83099985123,0.0,0.0,0.0
0.0979998111725,0.0,0.0,0.0
0.00100016593933,0.0,0.0,0.0
0.0,0.0,0.0,0.0
3.69499993324,0.0,0.0,0.0
4.6890001297,0.0,0.0,0.0
3.96899986267,0.0,0.0,0.0
3.14399981499,0.0,0.0,0.0
3.25600004196,0.0,0.0,0.0
2.65699982643,0.00100016593933,0.0,0.0
2.12299990654,0.0,0.0,0.0
2.77600002289,0.0,0.0,0.0
2.56599998474,0.0,0.0,0.0
2.44600009918,0.0,0.0,0.0
1.93400001526,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
4.1400001049,0.0,0.0,0.0
4.67200016975,0.0,0.0,0.0
4.20300006866,0.0,0.0,0.0
3.71099996567,0.0,0.0,0.0
3.57699990273,0.0,0.0,0.0
2.70899987221,0.0,0.0,0.0
2.23099994659,0.0,0.0,0.0
1.96799993515,0.0,0.0,0.0
1.69499993324,0.0,0.0,0.0
1.80599999428,0.0,0.0,0.0
0.0380001068115,0.0,0.0,0.0
0.0420000553131,0.0,0.0,0.0
0.0,0.0,0.0,0.0
3.95399999619,0.0,0.0,0.000999927520752
4.58599996567,0.0,0.0,0.0
3.48699998856,0.0,0.0,0.0
3.59099984169,0.0,0.0,0.0
3.1890001297,0.0,0.0,0.0
2.60199999809,0.0,0.0,0.0
2.20000004768,0.0,0.0,0.0
2.17199993134,0.0,0.0,0.0
1.64100003242,0.0,0.0,0.0
1.6360001564,0.0,0.0,0.0
0.0329999923706,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
4.23300004005,0.0,0.0,0.0
3.94400000572,0.0,0.0,0.0
3.49000000954,0.0,0.0,0.0
3.37800002098,0.000999927520752,0.0,0.0
3.19799995422,0.0,0.0,0.0
2.58800005913,0.0,0.0,0.0
2.29399991035,0.0,0.0,0.0
2.04199981689,0.0,0.0,0.0
1.81299996376,0.0,0.0,0.0
2.30100011826,0.0,0.0,0.0
2.00699996948,0.0,0.0,0.0
0.00699996948242,0.0,0.0,0.0
0.0,0.0,0.0,0.0
4.0759999752,0.0,0.0,0.0
4.3220000267,0.0,0.0,0.0
3.81699991226,0.0,0.0,0.0
3.37000012398,0.0,0.0,0.0
2.69199991226,0.0,0.0,0.0
2.25,0.0,0.0,0.0
2.06999993324,0.0,0.0,0.0
1.81100010872,0.0,0.0,0.0
1.76399993896,0.0,0.0,0.0
1.75599980354,0.0,0.0,0.0
1.88700008392,0.0,0.0,0.0
0.00699996948242,0.0,0.0,0.0
0.0,0.0,0.0,0.0
6.3100001812,0.0,0.0,0.0
4.0720000267,0.0,0.0,0.0
5.5,0.0,0.0,0.0
3.69799995422,0.0,0.0,0.0
4.5569999218,0.0,0.0,0.0
2.53900003433,0.0,0.0,0.0
2.4880001545,0.0,0.0,0.0
2.61099982262,0.0,0.0,0.0
1.8029999733,0.0,0.0,0.0
1.77799987793,0.0,0.0,0.0
0.0820000171661,0.0,0.0,0.0
0.000999927520752,0.0,0.0,0.0
0.0,0.0,0.0,0.0
6.11199998856,0.0,0.0,0.0
4.14999985695,0.0,0.0,0.0
3.64700007439,0.0,0.0,0.0
3.56299996376,0.0,0.0,0.0
3.10700011253,0.0,0.0,0.0
2.7570002079,0.0,0.0,0.0
2.28199982643,0.0,0.0,0.0
2.12199997902,0.0,0.0,0.0
1.81199979782,0.0,0.0,0.0
1.64599990845,0.0,0.0,0.0
1.93700003624,0.0,0.0,0.0
0.00600004196167,0.0,0.0,0.0
0.0,0.0,0.0,0.0
2.84999990463,0.0,0.0,0.0
5.71599984169,0.0,0.0,0.0
5.34099984169,0.0,0.0,0.0
4.79600000381,0.0,0.0,0.0
2.81599998474,0.0,0.0,0.0
2.44899988174,0.0,0.0,0.0
2.31100010872,0.0,0.0,0.0
1.95800018311,0.0,0.0,0.0
1.71599984169,0.0,0.0,0.0
1.72000002861,0.0,0.0,0.0
0.0440001487732,0.0,0.0,0.0
0.0350000858307,0.0,0.0,0.0
0.00100016593933,0.0,0.0,0.0
3.50400018692,0.0,0.0,0.0
4.4319999218,0.0,0.0,0.0
3.77900004387,0.0,0.0,0.0
4.98600006104,0.0,0.0,0.0
3.35500001907,0.0,0.0,0.0
2.48600006104,0.0,0.0,0.0
2.29999995232,0.0,0.0,0.0
1.95399999619,0.0,0.0,0.0
1.7349998951,0.0,0.0,0.0
1.68600010872,0.0,0.0,0.0
1.98600006104,0.0,0.0,0.0
0.00300002098083,0.0,0.0,0.0
0.0,0.0,0.0,0.0
4.70000004768,0.0,0.0,0.0
4.35100007057,0.0,0.0,0.0
4.12000012398,0.0,0.0,0.0
3.83599996567,0.0,0.0,0.0
3.47300004959,0.0,0.0,0.0
2.76399993896,0.0,0.0,0.0
2.44499993324,0.0,0.000999927520752,0.0
2.66700005531,0.0,0.0,0.0
1.75699996948,0.0,0.0,0.0
2.33899998665,0.0,0.0,0.0
1.9359998703,0.0,0.0,0.0
0.00699996948242,0.0,0.0,0.0
0.0,0.0,0.0,0.0
6.16799998283,0.0,0.0,0.0
3.6899998188,0.0,0.0,0.0
3.52799987793,0.0,0.0,0.0
3.46299982071,0.0,0.0,0.00100016593933
4.65999984741,0.0,0.0,0.0
2.24399995804,0.0,0.0,0.0
2.17499995232,0.0,0.0,0.0
3.01399993896,0.0,0.0,0.0
2.49499988556,0.0,0.0,0.0
1.61100006104,0.0,0.0,0.0
1.87700009346,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
4.45500016212,0.0,0.0,0.0
3.64199995995,0.0,0.0,0.0
3.84899997711,0.0,0.0,0.0
3.4350001812,0.0,0.0,0.0
3.20399999619,0.0,0.0,0.0
2.99399995804,0.0,0.0,0.0
2.84699988365,0.0,0.0,0.0
2.94800019264,0.0,0.0,0.0
1.77699995041,0.0,0.0,0.0
2.30900001526,0.0,0.0,0.0
