max1,max2,max3,max4
3.6779999733,5.02499985695,3.37099981308,6.40100002289
6.14400005341,5.0529999733,4.0640001297,3.74399995804
5.84599995613,4.35599994659,3.36599993706,2.89299988747
3.61299991608,4.04999995232,3.53400015831,5.02199983597
4.91799998283,3.75500011444,3.08100008965,2.59800004959
2.37599992752,2.67900013924,3.78500008583,3.00099992752
2.26600003242,2.30399990082,3.32699990273,2.38399982452
1.98300004005,1.99100017548,2.0150001049,2.82500004768
2.53399991989,1.86199998856,1.8029999733,1.71899986267
2.23600006104,1.95900011063,1.82899999619,1.73000001907
0.556999921799,0.0860002040863,2.17999982834,2.01300001144
0.00100016593933,0.0,0.0360000133514,0.00300002098083
0.0,0.0,0.0,0.0
2.88899993896,6.29600000381,4.44499993324,4.88100004196
3.47800016403,4.51699995995,6.03400015831,4.83600020409
5.56999993324,4.31700015068,2.58699989319,3.98699998856
3.76800012589,3.74800014496,5.33699989319,3.89899992943
3.34899997711,3.14600014687,4.84200000763,3.53700017929
2.38300013542,3.31700015068,2.50899982452,2.84200000763
3.36299991608,2.55499982834,2.11500000954,2.26999998093
1.99099993706,3.03299999237,2.02099990845,2.12299990654
1.83300018311,1.78900003433,2.63700008392,1.8900001049
1.81900000572,1.73099994659,2.26600003242,1.69099998474
0.140000104904,2.007999897,1.78800010681,0.444000005722
0.0620000362396,0.00500011444092,0.000999927520752,0.0
0.0,0.0,0.0,0.000999927520752
3.8710000515,4.33999991417,6.53900003433,3.02099990845
4.93099999428,4.53600001335,3.79100012779,6.46600008011
4.41000008583,4.68000006676,3.81699991226,5.97600007057
4.20300006866,3.33400011063,2.9279999733,3.51600003242
3.6139998436,3.40700006485,4.75,3.52300000191
2.39600014687,2.61999988556,3.93699979782,3.00999999046
2.35800004005,3.42100000381,2.28299999237,2.50300002098
1.86400008202,1.99799990654,2.95199990273,2.19200015068
2.89399981499,1.87800002098,1.84099984169,1.88100004196
1.75999999046,1.8149998188,2.39899992943,1.73699998856
1.87700009346,1.92300009727,0.28200006485,0.121999979019
0.00200009346008,0.0,0.0520000457764,0.00499987602234
0.0,0.0,0.0,0.0
3.51899981499,2.79899978638,6.32999992371,3.30099987984
5.97300004959,4.57999992371,4.88300013542,4.38899993896
3.52699995041,5.53999996185,4.29500007629,4.15300011635
2.69599986076,3.14699983597,3.48199987411,5.19799995422
4.66000008583,3.34099984169,3.66900014877,3.68899989128
4.05100011826,2.31300020218,2.83500003815,2.69900012016
2.07399988174,3.27799987793,2.53299999237,2.38800001144
2.95799994469,2.04500007629,2.08500003815,1.91300010681
2.56599998474,1.86500000954,1.76699995995,1.80200004578
2.25,1.77399992943,1.74800014496,1.81900000572
1.87300014496,1.9470000267,0.911999940872,0.0370001792908
0.0,0.0329999923706,0.00699996948242,0.000999927520752
0.0,0.0,0.0,0.0
2.88800001144,3.08899998665,4.26399993896,6.55099987984
6.01399993896,4.47299981117,4.00600004196,3.74199986458
5.52500009537,4.47800016403,4.04999995232,3.45300006866
3.65000009537,3.94000005722,5.14100003242,3.50400018692
3.29699993134,3.46099996567,4.65400004387,3.49900007248
2.47499990463,2.51600003242,3.87400007248,2.65499997139
3.45500016212,2.29000020027,2.38499999046,2.21299982071
2.04200005531,1.86599993706,2.8140001297,2.08000016212
1.68799996376,2.59500002861,1.91599988937,1.78699994087
1.97000002861,2.2610001564,1.68000006676,1.67499995232
0.121000051498,1.84400010109,1.87400007248,0.894999980927
0.000999927520752,0.0380001068115,0.00699996948242,0.00100016593933
0.0,0.0,0.0,0.0
4.95499992371,4.6970000267,4.05399990082,6.27600002289
3.58599996567,3.94400000572,5.86800003052,4.78100013733
5.37800002098,3.86600017548,4.22000002861,4.01999998093
2.875,3.61199998856,3.59100008011,3.8710000515
4.58200001717,2.82899999619,3.47699999809,3.24800014496
2.26399993896,3.9430000782,2.71099996567,2.89599990845
3.24399995804,2.03299999237,2.4390001297,2.27300000191
2.20500016212,1.875,2.28599977493,3.43000006676
1.78900003433,2.81200003624,1.87699985504,1.94599986076
1.71099996567,1.77700018883,2.33299994469,1.87199997902
0.0989999771118,1.98100018501,1.79399991035,0.614000082016
0.0,0.0379998683929,0.00600004196167,0.000999927520752
0.0,0.0,0.0,0.0
6.26300001144,4.73000001907,4.48099994659,4.18400001526
4.16100001335,3.91800022125,5.84399986267,3.99699997902
4.49699997902,3.27200007439,4.34300017357,5.71200013161
5.02899980545,2.32899999619,3.00900006294,2.74899983406
3.48099994659,4.80900001526,3.72899985313,3.60699987411
2.78199982643,4.02499985695,2.91599988937,2.74099993706
2.27399992943,3.65199995041,2.55100011826,2.34400010109
1.90000009537,3.21899986267,2.22499990463,2.08599996567
1.78200006485,2.79800009727,1.98199987411,1.78000020981
1.73500013351,2.24000000954,1.66599988937,1.75199985504
0.0929999351501,1.81500005722,1.89600014687,0.904000043869
0.0,0.0429999828339,0.00699996948242,0.000999927520752
0.0,0.0,0.0,0.0
3.8259999752,3.02200007439,6.73000001907,3.55800008774
4.13399982452,6.02099990845,4.08200001717,4.29600000381
4.08099985123,3.89999985695,5.7009999752,3.47699999809
4.16199994087,3.64300012589,3.68899989128,5.30599999428
3.76700019836,3.36999988556,3.55099987984,4.78299999237
2.3069999218,2.59499979019,2.29600000381,4.07899999619
3.45199990273,2.40299987793,2.13599991798,2.14699983597
1.82999992371,2.99599981308,2.11400008202,2.02900004387
1.76699995995,1.65900015831,2.58499979973,1.9889998436
1.70799994469,1.76399993896,1.71099996567,2.375
0.248000144958,0.118000030518,1.91999983788,1.875
0.00600004196167,0.0,0.0,0.0369999408722
0.0,0.00100016593933,0.0,0.0
4.2990000248,4.45299983025,6.62699985504,4.58800005913
3.9390001297,5.75899982452,3.26099991798,3.757999897
3.54699993134,4.21100020409,3.79099988937,5.68799996376
3.84099984169,3.6970000267,5.20899987221,3.1139998436
3.12699985504,3.58099985123,3.03299999237,4.8789999485
2.54000020027,2.40700006485,3.86100006104,2.70799994469
3.36199998856,2.50999999046,2.43899989128,2.11500000954
2.97200012207,2.23399996758,2.11800003052,1.875
2.66300010681,1.83599996567,1.77200007439,1.67100000381
2.24300003052,1.74000000954,1.72499990463,1.91100001335
1.78699994087,1.72600007057,0.78200006485,0.0529999732971
0.00600004196167,0.000999927520752,0.000999927520752,0.0360000133514
0.0,0.0,0.0,0.0
4.29100012779,6.29600000381,4.77699995041,4.22000002861
