max1,max2,rand1,rand2
3.91600012779,6.21399998665,0.0,0.0
4.02499985695,4.54499983788,0.0,0.0
3.96799993515,3.94400000572,0.0,0.0
5.44400000572,3.78900003433,0.0,0.0
2.67199993134,4.83999991417,0.0,0.0
2.97600007057,2.46700000763,0.0,0.0
2.26799988747,2.28699994087,0.0,0.0
2.2650001049,2.02099990845,0.0,0.0
2.77099990845,1.94099998474,0.0,0.0
1.70700001717,1.64499998093,0.0,0.0
1.98199987411,0.341000080109,0.0,0.0
0.0130000114441,0.00300002098083,0.0,0.000999927520752
0.0,0.000999927520752,0.0,0.0
6.62699985504,4.66899991035,0.0,0.0
4.29700016975,4.27100014687,0.0,0.0
3.92999982834,5.75899982452,0.0,0.0
4.19799995422,3.18099999428,0.0,0.0
3.18000006676,4.86299991608,0.0,0.0
2.39199995995,2.53200006485,0.0,0.0
2.08899998665,3.55599999428,0.0,0.0
1.85100007057,3.1890001297,0.0,0.0
1.8220000267,1.74199986458,0.0,0.0
1.80700016022,1.78699994087,0.0,0.0
2.04100012779,1.0119998455,0.0,0.0
0.0639998912811,0.0119998455048,0.0,0.0
0.0,0.0,0.0,0.0
2.74900007248,3.65700006485,0.0,0.0
4.37199997902,6.02999997139,0.0,0.0
2.46099996567,3.34100008011,0.0,0.0
2.68799996376,5.41599988937,0.0,0.0
2.92299985886,3.64899992943,0.0,0.0
4.00600004196,2.73299980164,0.0,0.0
2.35100007057,2.29699993134,0.0,0.0
2.87000012398,2.07300019264,0.0,0.0
2.75900006294,1.8220000267,0.0,0.0
1.83500003815,1.80100011826,0.0,0.0
0.43799996376,0.0880000591278,0.0,0.0
0.0540001392365,0.00399994850159,0.0,0.0
0.0,0.0,0.0,0.0
6.54299998283,3.07999992371,0.0,0.0
4.2009999752,2.92700004578,0.0,0.0
4.09700012207,5.65300011635,0.00100016593933,0.0
3.74699997902,5.2009999752,0.0,0.0
3.57500004768,4.79800009727,0.0,0.0
2.3220000267,3.95499992371,0.0,0.0
2.12800002098,2.21500015259,0.0,0.0
3.06300020218,2.20799994469,0.00100016593933,0.0
1.87599992752,1.73600006104,0.00100016593933,0.0
1.79999995232,2.13199996948,0.0,0.0
1.86299991608,1.60699987411,0.0,0.0
0.0379998683929,0.00600004196167,0.0,0.0
0.0,0.0,0.0,0.0
2.72399997711,4.57399988174,0.0,0.0
5.16700005531,6.44699978828,0.0,0.0
4.61899995804,4.03400015831,0.0,0.0
3.73099994659,3.0490000248,0.0,0.0
3.46799993515,4.89899992943,0.0,0.0
2.87299990654,2.71500015259,0.0,0.0
2.31999993324,3.57500004768,0.0,0.0
2.05599999428,1.95500016212,0.0,0.0
1.91799998283,1.8869998455,0.0,0.0
2.25900006294,1.90000009537,0.0,0.0
0.111000061035,2.03899979591,0.0,0.0
0.0,0.0460000038147,0.0,0.0
0.0,0.0,0.0,0.0
5.08200001717,3.8220000267,0.0,0.0
4.16499996185,4.7380001545,0.0,0.0
3.94200015068,3.95600008965,0.0,0.0
3.72499990463,3.71600008011,0.0,0.0
3.46799993515,3.42700004578,0.0,0.0
2.52799987793,2.78299999237,0.0,0.0
3.53100013733,2.60400009155,0.0,0.0
2.91400003433,2.13599991798,0.0,0.0
2.632999897,1.9319999218,0.0,0.0
2.35300016403,1.86299991608,0.0,0.0
0.107000112534,1.75300002098,0.0,0.0
0.00699996948242,0.000999927520752,0.0,0.0
0.0,0.0,0.0,0.0
3.61900019646,6.35700011253,0.0,0.0
3.34400010109,4.15100002289,0.0,0.0
5.59200000763,4.00200009346,0.0,0.0
5.17700004578,3.53800010681,0.0,0.0
2.9279999733,2.43000006676,0.0,0.0
2.51600003242,3.94800019264,0.0,0.0
2.30200004578,3.69400000572,0.0,0.0
2.03399991989,2.9350001812,0.0,0.0
1.82499980927,1.90900015831,0.0,0.0
2.2460000515,1.79000020027,0.0,0.0
1.85700011253,1.97300004959,0.0,0.0
0.00100016593933,0.0339999198914,0.0,0.0
0.0,0.0,0.0,0.0
4.64499998093,6.36599993706,0.0,0.0
3.83899998665,4.17300009727,0.0,0.0
4.04299998283,4.03699994087,0.0,0.0
5.29500007629,2.82699990273,0.0,0.0
2.49500012398,2.6970000267,0.0,0.0
3.73900008202,2.69499993324,0.0,0.0
2.66499996185,2.24199986458,0.0,0.0
2.06500005722,1.93700003624,0.0,0.0
1.79400014877,1.70800018311,0.0,0.0
1.72399997711,1.82100009918,0.0,0.0
1.88400006294,1.91799998283,0.0,0.0
0.0369999408722,0.00300002098083,0.0,0.0
0.0,0.0,0.0,0.0
5.04799985886,4.00999999046,0.0,0.0
4.43299984932,4.39100003242,0.0,0.0
4.36199998856,3.65700006485,0.0,0.0
3.58399987221,5.22499990463,0.0,0.0
3.29999995232,3.01200008392,0.0,0.0
4.05900001526,2.5529999733,0.0,0.0
2.41899991035,3.28600001335,0.00100016593933,0.0
2.83500003815,2.23000001907,0.0,0.0
1.76900005341,2.56999993324,0.0,0.0
1.7009999752,1.73200011253,0.0,0.0
0.118999958038,1.77500009537,0.0,0.0
0.000999927520752,0.0,0.0,0.0
0.0,0.0,0.0,0.0
2.81200003624,4.69199991226,0.0,0.0
2.68800020218,4.36500000954,0.0,0.0
5.88999986649,4.2009999752,0.0,0.0
5.40299987793,4.4390001297,0.0,0.0
4.59799981117,3.74100017548,0.0,0.0
2.22699999809,2.52300000191,0.0,0.0
2.5649998188,2.41300010681,0.0,0.0
